"MMM YYYY","RON/USD","RUB/USD","SAR/USD","XAG/USD","SGD/USD","SKK/USD","SIT/USD","ZAR/USD","KRW/USD","ESP/USD","XDR/USD","LKR/USD","SDD/USD","SEK/USD","CHF/USD","TWD/USD","THB/USD","TTD/USD","TND/USD","TRY/USD"
"Jan 1971",,,,,,,,,,,,,,5.1639,4.3053,,,,,
"Feb 1971",,,,,,,,,,,,,,5.1721,4.2981,,,,,
"Mar 1971",,,,,,,,,,,,,,5.1622,4.3003,,,,,
"Apr 1971",,,,,,,,,,,,,,5.1630,4.2986,,,,,
"May 1971",,,,,,,,,,,,,,5.1676,4.1241,,,,,
"Jun 1971",,,,,,,,,,,,,,5.1623,4.0938,,,,,
"Jul 1971",,,,,,,,,,,,,,5.1630,4.0946,,,,,
"Aug 1971",,,,,,,,,,,,,,5.1292,4.0306,,,,,
"Sep 1971",,,,,,,,,,,,,,5.0679,3.9812,,,,,
"Oct 1971",,,,,,,,,,,,,,5.0230,3.9751,,,,,
"Nov 1971",,,,,,,,,,,,,,5.0022,3.9835,,,,,
"Dec 1971",,,,,,,,,,,,,,4.8935,3.9041,,,,,
"Jan 1972",,,,,,,,,,,,,,4.8241,3.8923,,,,,
"Feb 1972",,,,,,,,,,,,,,4.7961,3.8612,,,,,
"Mar 1972",,,,,,,,,,,,,,4.7714,3.8568,,,,,
"Apr 1972",,,,,,,,,,,,,,4.7829,3.8509,,,,,
"May 1972",,,,,,,,,,,,,,4.7541,3.8605,,,,,
"Jun 1972",,,,,,,,,,,,,,4.7395,3.7997,,,,,
"Jul 1972",,,,,,,,,,,,,,4.7318,3.7650,,,,,
"Aug 1972",,,,,,,,,,,,,,4.7255,3.7809,,,,,
"Sep 1972",,,,,,,,,,,,,,4.7282,3.7874,,,,,
"Oct 1972",,,,,,,,,,,,,,4.7442,3.7977,,,,,
"Nov 1972",,,,,,,,,,,,,,4.7448,3.7956,,,,,
"Dec 1972",,,,,,,,,,,,,,4.7436,3.7700,,,,,
"Jan 1973",,,,,,,,,,63.473,,,,4.7407,3.7293,,,,,
"Feb 1973",,,,,,,,,,61.221,,,,4.5620,3.4170,,,,,
"Mar 1973",,,,,,,,,,58.197,,,,4.4307,3.2171,,,,,
"Apr 1973",,,,,,,,,,58.083,,,,4.5118,3.2406,,,,,
"May 1973",,,,,,,,,,58.059,,,,4.4330,3.1728,,,,,
"Jun 1973",,,,,,,,,,58.042,,,,4.2128,3.0532,,,,,
"Jul 1973",,,,,,,,,,57.525,,,,4.0442,2.8234,,,,,
"Aug 1973",,,,,,,,,,56.973,,,,4.1556,2.9734,,,,,
"Sep 1973",,,,,,,,,,56.786,,,,4.2071,3.0170,,,,,
"Oct 1973",,,,,,,,,,56.898,,,,4.1771,3.0289,,,,,
"Nov 1973",,,,,,,,,,57.213,,,,4.3471,3.1647,,,,,
"Dec 1973",,,,,,,,,,56.913,,,,4.5393,3.2000,,,,,
"Jan 1974",,,,,,,,,,58.136,,,,4.8137,3.3644,,,,,
"Feb 1974",,,,,,,,,,59.057,,,,4.6797,3.1763,,,,,
"Mar 1974",,,,,,,,,,59.079,,,,4.5639,3.0788,,,,,
"Apr 1974",,,,,,,,,,58.550,,,,4.3999,3.0270,,,,,
"May 1974",,,,,,,,,,57.441,,,,4.2766,2.9172,,,,,
"Jun 1974",,,,,,,,,,57.308,,,,4.3695,2.9899,,,,,
"Jul 1974",,,,,,,,,,57.061,,,,4.3740,2.9642,,,,,
"Aug 1974",,,,,,,,,,57.254,,,,4.4260,2.9846,,,,,
"Sep 1974",,,,,,,,,,57.672,,,,4.4780,2.9967,,,,,
"Oct 1974",,,,,,,,,,57.336,,,,4.3950,2.8966,,,,,
"Nov 1974",,,,,,,,,,57.072,,,,4.3148,2.7503,,,,,
"Dec 1974",,,,,,,,,,56.449,,,,4.1848,2.6028,,,,,
"Jan 1975",,,,,,,,,,56.182,,,,4.0406,2.5278,,,,,
"Feb 1975",,,,,,,,,,56.234,,,,3.9762,2.4731,,,,,
"Mar 1975",,,,,,,,,,55.844,,,,3.9242,2.4835,,,,,
"Apr 1975",,,,,,,,,,56.321,,,,3.9728,2.5589,,,,,
"May 1975",,,,,,,,,,55.957,,,,3.9335,2.5096,,,,,
"Jun 1975",,,,,,,,,,55.797,,,,3.9165,2.4946,,,,,
"Jul 1975",,,,,,,,,,57.326,,,,4.1330,2.6142,,,,,
"Aug 1975",,,,,,,,,,58.343,,,,4.3147,2.6787,,,,,
"Sep 1975",,,,,,,,,,59.130,,,,4.4447,2.7099,,,,,
"Oct 1975",,,,,,,,,,59.231,,,,4.3928,2.6631,,,,,
"Nov 1975",,,,,,,,,,59.282,,,,4.3883,2.6538,,,,,
"Dec 1975",,,,,,,,,,59.648,,,,4.4083,2.6337,,,,,
"Jan 1976",,,,,,,,,,59.697,,,,4.3800,2.6030,,,,,
"Feb 1976",,,,,,,,,,64.560,,,,4.3748,2.5700,,,,,
"Mar 1976",,,,,,,,,,66.903,,,,4.4052,2.5656,,,,,
"Apr 1976",,,,,,,,,,67.279,,,,4.4038,2.5296,,,,,
"May 1976",,,,,,,,,,67.624,,,,4.4152,2.4874,,,,,
"Jun 1976",,,,,,,,,,67.918,,,,4.4506,2.4704,,,,,
"Jul 1976",,,,,,,,,,68.095,,,,4.4681,2.4850,,,,,
"Aug 1976",,,,,,,,,,68.253,,,,4.4117,2.4813,,,,,
"Sep 1976",,,,,,,,,,67.932,,,,4.3479,2.4733,,,,,
"Oct 1976",,,,,,,,,,68.144,,,,4.2522,2.4465,,,,,
"Nov 1976",,,,,,,,,,68.371,,,,4.2206,2.4416,,,,,
"Dec 1976",,,,,,,,,,68.333,,,,4.1579,2.4496,,,,,
"Jan 1977",,,,,,,,,,68.604,,,,4.2140,2.4924,,,,,
"Feb 1977",,,,,,,,,,69.086,,,,4.2469,2.5209,,,,,
"Mar 1977",,,,,,,,,,68.825,,,,4.2137,2.5505,,,,,
"Apr 1977",,,,,,,,,,68.797,,,,4.3482,2.5264,,,,,
"May 1977",,,,,,,,,,69.010,,,,4.3547,2.5193,,,,,
"Jun 1977",,,,,,,,,,69.427,,,,4.4196,2.4895,,,,,
"Jul 1977",,,,,,,,,,81.469,,,,4.3504,2.4105,,,,,
"Aug 1977",,,,,,,,,,84.722,,,,4.4551,2.4084,,,,,
"Sep 1977",,,,,,,,,,84.577,,,,4.8540,2.3745,,,,,
"Oct 1977",,,,,,,,,,84.019,,,,4.7977,2.2780,,,,,
"Nov 1977",,,,,,,,,,82.918,,,,4.7975,2.1977,,,,,
"Dec 1977",,,,,,,,,,81.720,,,,4.7525,2.0772,,,,,
"Jan 1978",,,,,,,,,,80.664,,,,4.6712,1.9863,,,,,
"Feb 1978",,,,,,,,,,80.685,,,,4.6379,1.9095,,,,,
"Mar 1978",,,,,,,,,,80.018,,,,4.6090,1.8986,,,,,
"Apr 1978",,,,,,,,,,80.166,,,,4.6025,1.9052,,,,,
"May 1978",,,,,,,,,,81.190,,,,4.6528,1.9652,,,,,
"Jun 1978",,,,,,,,,,79.452,,,,4.6101,1.8854,,,,,
"Jul 1978",,,,,,,,,,77.611,,,,4.5439,1.8040,,,,,
"Aug 1978",,,,,,,,,,74.951,,,,4.4410,1.6672,,,,,
"Sep 1978",,,,,,,,,,73.506,,,,4.4255,1.5697,,,,,
"Oct 1978",,,,,,,,,,69.875,,,,4.2848,1.5365,,,,,
"Nov 1978",,,,,,,,,,71.174,,,,4.3751,1.6750,,,,,
"Dec 1978",,,,,,,,,,71.003,,,,4.3855,1.6757,,,,,
"Jan 1979",,,,,,,,,,69.963,,,,4.3518,1.6714,,,,,
"Feb 1979",,,,,,,,,,69.314,,,,4.3674,1.6752,,,,,
"Mar 1979",,,,,,,,,,69.013,,,,4.3663,1.6815,,,,,
"Apr 1979",,,,,,,,,,68.134,,,,4.3916,1.7177,,,,,
"May 1979",,,,,,,,,,66.088,,,,4.3945,1.7273,,,,,
"Jun 1979",,,,,,,,,,66.088,,,,4.3418,1.6989,,,,,
"Jul 1979",,,,,,,,,,66.147,,,,4.2215,1.6489,,,,,
"Aug 1979",,,,,,,,,,66.085,,,,4.2204,1.6570,,,,,
"Sep 1979",,,,,,,,,,66.071,,,,4.1920,1.6113,,,,,
"Oct 1979",,,,,,,,,,66.152,,,,4.2116,1.6309,,,,,
"Nov 1979",,,,,,,,,,66.442,,,,4.2226,1.6429,,,,,
"Dec 1979",,,,,,,,,,66.494,,,,4.1779,1.5990,,,,,
"Jan 1980",,,,,,,,,,66.121,,,,4.1475,1.5953,,,,,
"Feb 1980",,,,,,,,,,66.643,,,,4.1710,1.6406,,,,,
"Mar 1980",,,,,,,,,,69.259,,,,4.3474,1.7643,,,,,
"Apr 1980",,,,,,,,,,71.862,,,,4.3746,1.7614,,,,,
"May 1980",,,,,,,,,,70.905,,,,4.2138,1.6632,,,,,
"Jun 1980",,,,,,,,,,70.027,,,,4.1671,1.6338,,,,,
"Jul 1980",,,,,,,,,,70.813,,,,4.1258,1.6078,,,,,
"Aug 1980",,,,,,,,,,72.414,,,,4.1749,1.6522,,,,,
"Sep 1980",,,,,,,,,,73.324,,,,4.1535,1.6391,,,,,
"Oct 1980",,,,,,,,,,74.502,,,,4.1943,1.6619,,,,,
"Nov 1980",,,,,,,,,,76.428,,,,4.3040,1.7259,,,,,
"Dec 1980",,,,,,,,,,79.030,,,,4.4023,1.7854,,,,,
"Jan 1981",,,,,2.0812,,,,,80.603,,,,4.4482,1.8224,,,,,
"Feb 1981",,,,,2.0869,,,,,85.599,,,,4.6014,1.9422,,,,,
"Mar 1981",,,,,2.0988,,,,,85.696,,,,4.6072,1.9219,,,,,
"Apr 1981",,,,,2.1105,,,,677.18,87.769,,,,4.6931,1.9740,,,,,
"May 1981",,,,,2.1491,,,,681.91,91.312,,,,4.8887,2.0662,,,,,
"Jun 1981",,,,,2.1439,,,,684.37,94.657,,,,5.0511,2.0741,,,,,
"Jul 1981",,,,,2.1580,,,,686.47,97.590,,,,5.1834,2.0981,,,,,
"Aug 1981",,,,,2.1698,,,,687.80,100.150,,,,5.2996,2.1698,,,,,
"Sep 1981",,,,,2.1442,,,,686.70,96.129,,,,5.4301,2.0223,,,,,
"Oct 1981",,,,,2.0977,,,,683.81,96.023,,,,5.5493,1.8844,,,,,
"Nov 1981",,,,,2.0610,,,,688.56,95.397,,,,5.4893,1.7859,,,,,
"Dec 1981",,,,,2.0530,,,,694.67,96.969,,,,5.5408,1.8151,,,,,
"Jan 1982",,,,,2.0607,,,,705.17,98.357,,,,5.6206,1.8442,,,,,
"Feb 1982",,,,,2.1095,,,,710.06,100.704,,,,5.7570,1.8909,,,,,
"Mar 1982",,,,,2.1213,,,,714.67,104.525,,,,5.8351,1.8886,,,,,
"Apr 1982",,,,,2.1329,,,,721.03,106.154,,,,5.9140,1.9624,,,,,
"May 1982",,,,,2.0886,,,,724.34,102.986,,,,5.7886,1.9500,,,,,
"Jun 1982",,,,,2.1378,,,,738.29,109.214,,,,6.0241,2.0788,,,,,
"Jul 1982",,,,,2.1464,,,,743.06,111.568,,,,6.1161,2.0960,,,,,
"Aug 1982",,,,,2.1594,,,,744.45,112.078,,,,6.1433,2.1119,,,,,
"Sep 1982",,,,,2.1671,,,,743.61,113.050,,,,6.2315,2.1418,,,,,
"Oct 1982",,,,,2.1984,,,,743.65,115.201,,,,7.1535,2.1736,,,,,
"Nov 1982",,,,,2.2123,,,,745.60,119.088,,,,7.5096,2.1931,,,,,
"Dec 1982",,,,,2.1522,,,,746.37,126.126,,,,7.3550,2.0481,,,,,
"Jan 1983",,,,,2.0768,,,,749.81,126.845,,,,7.3229,1.9679,,,,,
"Feb 1983",,,,,2.0758,,,,752.19,129.885,,,,7.4393,2.0180,,,,,
"Mar 1983",,,,,2.0854,,,,757.94,133.498,,,,7.4887,2.0663,,,,,
"Apr 1983",,,,,2.1010,,,,765.30,135.996,,,,7.4934,2.0587,,,,,
